id,title,abstract,keywords,pub_date,search_terms
37597186,Neuroendocrine lineage commitment of small cell lung cancers can be leveraged into p53-independent non-cytotoxic therapy.,"Small cell lung cancers (SCLCs) rapidly resist cytotoxic chemotherapy and immune checkpoint inhibitor (ICI) treatments. New, non-cross-resistant therapies are thus needed. SCLC cells are committed into neuroendocrine lineage then maturation arrested. Implicating DNA methyltransferase 1 (DNMT1) in the maturation arrests, we find (1) the repression mark methylated CpG, written by DNMT1, is retained at suppressed neuroendocrine-lineage genes, even as other repression marks are erased; (2) DNMT1 is recurrently amplified, whereas Ten-Eleven-Translocation 2 (TET2), which functionally opposes DNMT1, is deleted; (3) DNMT1 is recruited into neuroendocrine-lineage master transcription factor (ASCL1, NEUROD1) hubs in SCLC cells; and (4) DNMT1 knockdown activated ASCL1-target genes and released SCLC cell-cycling exits by terminal lineage maturation, which are cycling exits that do not require the p53/apoptosis pathway used by cytotoxic chemotherapy. Inhibiting DNMT1/corepressors with clinical compounds accordingly extended survival of mice with chemorefractory and ICI-refractory, p53-null, disseminated SCLC. Lineage commitment of SCLC cells can hence be leveraged into non-cytotoxic therapy able to treat chemo/ICI-refractory SCLC.","['5-azacytidine', 'CP: Cancer', 'chemotherapy resistance', 'decitabine', 'immune checkpoint blockade', 'pyrimidine metabolism', 'radiation resistance', 'small cell lung cancer', 'tetrahydrouridine']",2023-02-22,['lung cancer']
37597124,A CT-based radiomics nomogram for predicting the progression-free survival in small cell lung cancer: a multicenter cohort study.,"To develop a radiomics nomogram based on computed tomography (CT) to estimate progression-free survival (PFS) in patients with small cell lung cancer (SCLC) and assess its incremental value to the clinical risk factors for individual PFS estimation. 558 patients with pathologically confirmed SCLC were retrospectively recruited from three medical centers. A radiomics signature was generated by using the Pearson correlation analysis, univariate Cox analysis, and multivariate Cox analysis. Association of the radiomics signature with PFS was evaluated. A radiomics nomogram was developed based on the radiomics signature, then its calibration, discrimination, reclassification, and clinical usefulness were evaluated. In total, 6 CT radiomics features were finally selected. The radiomics signature was significantly associated with PFS (hazard ratio [HR] 4.531, 95% confidence interval [CI] 3.524-5.825, p < 0.001). Incorporating the radiomics signature into the radiomics nomogram resulted in better performance for the estimation of PFS (concordance index [C-index] 0.799) than with the clinical nomogram (C-index 0.629), as well as high 6 months and 12 months area under the curves of 0.885 and 0.846, respectively. Furthermore, the radiomics nomogram also significantly improved the classification accuracy for PFS outcomes, based on the net reclassification improvement (33.7%, 95% CI 0.216-0.609, p < 0.05) and integrated discrimination improvement (22.7%, 95% CI 0.168-0.278, p < 0.05). Decision curve analysis demonstrated that in terms of clinical usefulness, the radiomics nomogram outperformed the clinical nomogram. A CT-based radiomics nomogram exhibited a promising performance for predicting PFS in patients with SCLC, which could provide valuable information for individualized treatment.","['Computed tomography', 'Progression-free survival', 'Radiomics', 'Small cell lung cancer']",2023-05-31,['lung cancer']
37597090,"GALNT2, an O-glycosylating enzyme, is a critical regulator of radioresistance of non-small cell lung cancer: evidence from an integrated multi-omics analysis.","Radioresistance is the primary reason for radiotherapy failure in non-small cell lung cancer (NSCLC) patients. Glycosylation-related alterations are critically involved in tumor radioresistance. However, the relationship between glycosylation and NSCLC radioresistance is unclear. Here, we generated radioresistant NSCLC cell models by using fractionated irradiation. The aberrant glycosylation involved in NSCLC-related radioresistance was elucidated by transcriptomic, proteomic, and glycomic analyses. We conducted in vitro and in vivo investigations for determining the biological functions of glycosylation. Additionally, its downstream pathways and upstream regulators were inferred and verified. We demonstrated that mucin-type O-glycosylation and the O-glycosylating enzyme GALNT2 were highly expressed in radioresistant NSCLC cells. GALNT2 was found to be elevated in NSCLC tissues; this elevated level showed a remarkable association with response to radiotherapy treatment as well as overall survival. Functional experiments showed that GALNT2 knockdown improved NSCLC radiosensitivity via inducing apoptosis. By using a lectin pull-down system, we revealed that mucin-type O-glycans on IGF1R were modified by GALNT2 and that IGF1R could affect the expression of apoptosis-related genes. Moreover, GALNT2 knockdown-mediated in vitro radiosensitization was enhanced by IGF1R inhibition. According to a miRNA array analysis and a luciferase reporter assay, miR-30a-5p negatively modulated GALNT2. In summary, our findings established GALNT2 as a key contributor to the radioresistance of NSCLC. Therefore, targeting GALNT2 may be a promising therapeutic strategy for NSCLC.","['GALNT2', 'Glycosylation', 'Multi-omics', 'NSCLC', 'Radioresistance']",2023-03-27,['lung cancer']
37597078,"Reactive oxygen species, toxicity, oxidative stress, and antioxidants: chronic diseases and aging.","A physiological level of oxygen/nitrogen free radicals and non-radical reactive species (collectively known as ROS/RNS) is termed oxidative eustress or ""good stress"" and is characterized by low to mild levels of oxidants involved in the regulation of various biochemical transformations such as carboxylation, hydroxylation, peroxidation, or modulation of signal transduction pathways such as Nuclear factor-κB (NF-κB), Mitogen-activated protein kinase (MAPK) cascade, phosphoinositide-3-kinase, nuclear factor erythroid 2-related factor 2 (Nrf2) and other processes. Increased levels of ROS/RNS, generated from both endogenous (mitochondria, NADPH oxidases) and/or exogenous sources (radiation, certain drugs, foods, cigarette smoking, pollution) result in a harmful condition termed oxidative stress (""bad stress""). Although it is widely accepted, that many chronic diseases are multifactorial in origin, they share oxidative stress as a common denominator. Here we review the importance of oxidative stress and the mechanisms through which oxidative stress contributes to the pathological states of an organism. Attention is focused on the chemistry of ROS and RNS (e.g. superoxide radical, hydrogen peroxide, hydroxyl radicals, peroxyl radicals, nitric oxide, peroxynitrite), and their role in oxidative damage of DNA, proteins, and membrane lipids. Quantitative and qualitative assessment of oxidative stress biomarkers is also discussed. Oxidative stress contributes to the pathology of cancer, cardiovascular diseases, diabetes, neurological disorders (Alzheimer's and Parkinson's diseases, Down syndrome), psychiatric diseases (depression, schizophrenia, bipolar disorder), renal disease, lung disease (chronic pulmonary obstruction, lung cancer), and aging. The concerted action of antioxidants to ameliorate the harmful effect of oxidative stress is achieved by antioxidant enzymes (Superoxide dismutases-SODs, catalase, glutathione peroxidase-GPx), and small molecular weight antioxidants (vitamins C and E, flavonoids, carotenoids, melatonin, ergothioneine, and others). Perhaps one of the most effective low molecular weight antioxidants is vitamin E, the first line of defense against the peroxidation of lipids. A promising approach appears to be the use of certain antioxidants (e.g. flavonoids), showing weak prooxidant properties that may boost cellular antioxidant systems and thus act as preventive anticancer agents. Redox metal-based enzyme mimetic compounds as potential pharmaceutical interventions and sirtuins as promising therapeutic targets for age-related diseases and anti-aging strategies are discussed.","['Aging', 'Antioxidants', 'Metals', 'Oxidative stress', 'ROS', 'Signaling pathways', 'Toxicity']",2023-06-18,['lung cancer']
37597014,Intravenous injection of tumor extracellular vesicles suppresses tumor growth by reducing the regulatory T cell phenotype.,"Colorectal cancer is a disease of unmet medical need. Although extracellular vesicles (EVs) have been implicated in anti-tumor responses, discrepancies were observed among studies. We analyzed the role of tumor-derived EVs (TEVs) in tumor progression in vivo by focusing on regulatory T (Treg) cells, which play essential roles in tumor development and progression. A mouse model of colorectal cancer lung metastasis was generated using BALB/c mice by tail vein injection of the BALB/c colon adenocarcinoma cell line Colon-26. TEVs derived from Colon-26 and BALB/c lung squamous cell carcinoma ASB-XIV were retrieved from the culture media supernatants. A TEV equivalent to 10 µg protein was injected every other day for 2 weeks. Histology and immunohistochemistry studies revealed that lung tumors reduced in the Colon-26-EV group when compared to the phosphate-buffered saline (PBS) group. The population of CD4 + FoxP3 + cells in the lung was upregulated in the PBS group mice when compared to the healthy mice (P < 0.001), but was significantly downregulated in the Colon-26-EV group mice when compared to the PBS group mice (P < 0.01). Programmed cell death protein 1, glucocorticoid-induced TNFR-related protein, and CD69 expression in lung Treg cells were markedly upregulated in the PBS group when compared to the healthy mice, but downregulated in the Colon-26-EV group when compared to the PBS group. The changes in expression were dose-dependent for Colon-26-EVs. ASB-EVs also led to significantly downregulated Treg cell expression, although non-cancer line 3T3-derived EVs did not. Our study suggests that TEVs possess components for tumor suppression.","['Colorectal cancer', 'Extracellular vesicle', 'Regulatory T cell', 'Tumor progression', 'Tumor-derived extracellular vesicles']",2023-03-30,['lung cancer']
37596992,Comorbidity and mortality in systemic sclerosis and matched controls: Impact of interstitial lung disease. A population based cohort study based on health registry data.,"This population-based, matched cohort study evaluates the impact of comorbidities on mortality among systemic sclerosis (SSc) patients with and without interstitial lung disease (ILD). Patients with a first-time SSc diagnosis between 2002 and 2015 were identified in the Danish National Patient Registry, separated into two cohorts - with ILD (SSc-ILD) and without ILD (non-ILD SSc), and matched 1:4 with controls from the general population on age, sex, residency and marital status. Comorbidity and mortality data were obtained from national registries. The Deyo-Charlson comorbidity score (DCcs) was used for assessment of the burden of comorbidities. 1732 patients with SSc and 6919 controls were included; 258 (14.9%) patients had SSc-ILD. The hazard ratio (HR) for death was 2.8 (95% CI 2.4-3.3) in SSc, and especially increased in SSc-ILD (HR 4.2 (95% CI 3.2-5.4)), males (HR 3.1 95% CI 2.4-4.1) and younger adults (aged 18-40 (HR 6.9, 95% CI 3.4-14.2) and 41-50 (HR 7.7, 95% CI 3.8-15.6)). In non-ILD SSc, mortality increased with increasing DCcs. Cancer was the most frequent cause of death in SSc (24.9% of deaths) and in controls (33.5%), in SSc followed by musculoskeletal and connective tissue diseases (22.7%); the cause of only 0.8% of deaths among controls. The high prevalence of comorbidities in SSc had extensive impact on mortality. Mortality was increased in males, in young adults and in SSc-ILD, underlining the excess mortality associated with ILD. These findings emphasise the importance of timely diagnosis and optimal management of organ involvement and comorbidities in SSc.","['Comorbidity', 'epidemiology', 'interstitial lung diseases', 'mortality', 'systemic scleroderma']",,['lung cancer']
37596964,Prognostic significance of the Rho GTPase RHOV and its role in tumor immune cell infiltration: a comprehensive pan-cancer analysis.,"Ras homolog gene family member V (RHOV) is an atypical Rho GTPase that participates in various important cellular processes. Although RHOV has been identified to play an oncogenic role in lung cancer and triple-negative breast cancer, its role in other types of tumors remains unknown. In this study, we investigated the expression of RHOV in pan-cancer analysis using The Cancer Genome Atlas (TCGA) and Gene-Tissue Expression datasets. RHOV mRNA levels were dysregulated in several types of tumors. RHOV expression was identified as an independent prognostic factor in 7 of 33 types of tumors; however, the relationship varied according to tumor type. Higher RHOV expression was associated with a favorable prognosis in kidney renal cell carcinoma and prostate adenocarcinoma, for which RHOV expression was downregulated, whereas RHOV expression was associated with a poor prognosis for patients with adenoid cystic carcinoma, lung adenocarcinoma, pancreatic ductal adenocarcinoma, skin cutaneous melanoma, and uveal melanoma with upregulated RHOV expression. Furthermore, RHOV expression was associated with various clinicopathological parameters in these tumors. RHOV expression showed varied associations with different types of tumor-infiltrating immune cells and demonstrated a potential impact on the response to immunotherapy depending on the cancer type. Additionally, functional enrichment analysis of RHOV-related genes demonstrated a role in a wide range of developmental and immune-related processes. This study provides valuable insights into the role of RHOV in pan-cancer development, indicating its role as a tumor suppressor or oncogene according to the cancer type and tumor microenvironment.","['RHOV', 'TCGA', 'immune infiltration', 'pan-cancer', 'prognosis']",2023-06-21,['lung cancer']
37596898,Efficacy and safety of immune checkpoint inhibitors for advanced non-small cell lung cancer with or without PD-L1 selection: A systematic review and network meta-analysis.,"Immune checkpoint inhibitors (ICIs) are standard treatments for advanced non-small cell lung cancer (NSCLC); however, evidence regarding their relative efficacy and safety is lacking. This study compared the efficacy and safety of all currently available ICI treatments in patients with advanced NSCLC to identify optimal treatment regimens. PubMed, Cochrane Central Register of Controlled Trials (CENTRAL), MEDLINE, and Embase databases were systematically searched for randomized controlled trials (RCTs) published up to August 8, 2022. The primary outcomes were overall survival (OS) and progression-free survival (PFS). Secondary outcomes included objective response rate (ORR) and adverse events (AEs). Forty RCTs involving 22,526 patients were selected, and a total of 26 treatment regimens were identified. Treatment with anti-programmed cell death protein-1 (anti-PD-1) provided superior OS compared with anti-programmed death ligand 1 (anti-PD-L1) treatment. ICIs plus platinum-based chemotherapy (PBC) was superior to ICIs treatment alone, although the addition of PBC increased treatment toxicity. Cemiplimab ranked first for OS and lowest for any-grade AEs in advanced NSCLC patients without PD-L1 selection. Regarding grade ≥3 AEs, the toxicity of ICI monotherapy or ICI-ICI combination was consistently lower than that of the other treatments. For patients without PD-L1 selection, cemiplimab showed the best OS, pembrolizumab plus docetaxel (Pem-DXT) showed the best PFS, and atezolizumab plus bevacizumab and PBC (Atezo-Beva-PBC) showed the best ORR. Pembrolizumab plus PBC and Atezo-Beva-PBC were the most likely optimal treatments for OS and PFS in patients with PD-L1 expression <1%, respectively. In patients with PD-L1 expression ≥1%, treatment regimens containing anti-PD-1 provided superior OS benefits compared with those of PD-L1 treatment, and sintilimab plus PBC (Sint-PBC) provided the best OS benefit; as for PFS, ICI plus PBC consistently showed greater PFS benefits than ICI or PBC alone. For patients with anti-PD-L1 expression of 1-49%, camrelizumab plus PBC provided the best benefit for OS and PFS among included treatment. Durvalumab-tremelimumab-PBC and Atezo-Beva-PBC respectively presented the highest OS and PFS for patients with PD-L1 expression ≥50%. Moreover, cemiplimab and Atezo-Beva-PBC yielded the best OS and PFS benefits as first-line treatments for patients with advanced NSCLC, respectively. Although ICI plus PBC likely resulted in superior survival outcomes compared to ICI treatment alone, it did increase toxicity. Cemiplimab presented a well-balanced efficacy and safety profile in advanced NSCLC treatment. Our findings with the current ICIs comparisons will aid future trials for cancer immunotherapy. PROSPERO, https://www.crd.york.ac.uk/PROSPERO/, CRD42022323879.",[],2022-12-27,['lung cancer']
37596865,"Clinicopathological features, treatment modalities, and prognosis of esophageal neuroendocrine carcinoma: A single-center retrospective study.","Neuroendocrine carcinoma of the esophagus is recognized to have a rare incidence, high malignancy, and poor prognosis. This retrospective study was designed to review the clinical characteristics of patients diagnosed with esophageal neuroendocrine carcinoma (ENEC), analyze prognostic factors and explore potential biomarkers and optimal treatment strategies. We conducted a retrospective review of 82 patients diagnosed with ENEC between January 2009 and December 2020 in a single institute. The survival analysis was calculated with Kaplan-Meier and log-rank methods. Univariate analysis and a Cox regression model were used to analyze prognostic factors. The median overall survival time (mOS) for all patients was 13 months. The results of the univariate analysis demonstrated that patients with liver or lung metastasis (HR 2.14, 95% CI 1.20-3.81, p = 0.01 and HR 3.17, 95% CI 1.50-6.69, p = 0.003) had poorer prognoses. Patients who exhibited positive CgA expression experienced superior survival outcomes compared to those with negative expression. (HR 0.36, 95% CI 0.19-0.68, p = 0.002). Patients benefited more from chemotherapy without adjustment compared to those who had adjustment (dose reduction or cycles less than three, HR 2.35, 95% CI 1.44-3.84, p <0.001). In multivariate analysis, CgA expression, liver and lung metastasis, and chemotherapy adjustment were independent prognostic factors. For patients with neuroendocrine carcinoma, advanced stage, chemotherapy adjustment, liver metastasis, and lung metastasis were associated with poor survival, while CgA expression was good for prognosis. This article is protected by copyright. All rights reserved.","['CgA', 'ENEC', 'chemotherapy adjustment', 'liver metastasis', 'lung metastasis', 'survival']",2022-11-15,['lung cancer']
37596831,Investigation of the efficacy and feasibility of combined therapy of PD-L1-enhanced exogenous peripatetic adoptive natural killer (NK) cells in combination with antiangiogenic targeted therapy in the treatment of extensive-stage small cell lung cancer.,"A 67-year-old male patient presented with extensive-stage small cell lung cancer with the primary lesion located in the right upper lung, accompanied by multiple metastases to the pleura and abdominal cavity with enlarged mediastinal lymph nodes. A combination therapy approach was used to target the patient's multiple systemic metastases after localized radiotherapy. The approach involved adoptive transfer of programmed death ligand 1 (PD-L1) enhanced exogenous natural killer (NK) cells, along with antiangiogenic treatment. Allogeneic cord blood NK cells were infused back into the patient over two consecutive days. On the first day, the treatment was followed by a dose of 1200 mg of atezolizumab. Subsequently, the patient received a daily dose of 10 mg of anlotinib administered orally for 14 days. This was followed by a 7-day break, and each cycle lasted 21 days. After delivering localized radiation to the primary lesion in the right lung and metastatic mediastinal lymph nodes, complete remission was achieved in the local lesion, effectively avoiding the risk of superior vena cava syndrome. Following six cycles of combined therapy, most of the metastatic lesions had disappeared, and the remaining metastatic lesions had significantly reduced in size. The recent therapeutic effect resulted in partial remission. The combination therapy of immune checkpoint inhibitor PD-L1-enhanced exogenous adoptive transfer NK cells, along with antiangiogenic targeted treatment, demonstrated a satisfactory short-term effect, with disappearance of most of the metastases and noticeable shrinkage in the remaining metastatic lesions.","['PD-1/PD-L1', 'antiangiogenesis', 'extensive-stage small-cell lung cancer', 'immune checkpoint inhibitor', 'radiotherapy']",2023-06-05,['lung cancer']
37596822,Predicting pathological response to neoadjuvant or conversion chemoimmunotherapy in stage IB-III non-small cell lung cancer patients using radiomic features.,"To develop a radiomics model based on chest computed tomography (CT) for the prediction of a pathological complete response (pCR) after neoadjuvant or conversion chemoimmunotherapy (CIT) in patients with non-small cell lung cancer (NSCLC). Patients with stage IB-III NSCLC who received neoadjuvant or conversion CIT between September 2019 and July 2021 at Hunan Cancer Hospital, Xiangya Hospital, and Union Hospital were retrospectively collected. The least absolute shrinkage and selection operator (LASSO) were used to screen features. Then, model 1 (five radiomics features before CIT), model 2 (four radiomics features after CIT and before surgery) and model 3 were constructed for the prediction of pCR. Model 3 included all nine features of model 1 and 2 and was later named the neoadjuvant chemoimmunotherapy-related pathological response prediction model (NACIP). This study included 110 patients: 77 in the training set and 33 in the validation set. Thirty-nine (35.5%) patients achieved a pCR. Model 1 showed area under the curve (AUC) = 0.65, 64% accuracy, 71% specificity, and 50% sensitivity, while model 2 displayed AUC = 0.81, 73% accuracy, 62% specificity, and 92% sensitivity. In comparison, NACIP yielded a good predictive value, with an AUC of 0.85, 81% accuracy, 81% specificity, and 83% sensitivity in the validation set. NACIP may be a potential model for the early prediction of pCR in patients with NSCLC treated with neoadjuvant/conversion CIT.","['computed tomography', 'non-small cell lung cancer', 'pathological response', 'predictive model', 'radiomics']",2023-05-19,['lung cancer']
37596821,Preliminary investigation of elevated collagen and blood-clotting markers as potential noninvasive biomarkers for small cell lung cancer.,"Small cell lung cancer (SCLC) is highly aggressive with limited therapeutic options and a poor prognosis. Moreover, noninvasive biomarker tools for detecting disease and monitoring treatment response are lacking. To address this, we evaluated serum biomarkers of extracellular matrix proteins not previously explored in SCLC. We measured biomarkers in the serum of 16 patients with SCLC before and after chemotherapy as well as in the serum of 11 healthy individuals. Our findings demonstrated that SCLC serum had higher levels of collagen type I degradation, collagen type III formation, and collagen type XI formation than healthy controls. In addition, we observed higher levels of type XIX and XXII collagens, fibrinogen, and von Willebrand factor A formation in SCLC serum. The formation of type I collagen did not exhibit any discernible variation. However, we observed a decrease in the degradation of type I collagen following chemotherapy. Overall, our findings revealed elevated levels of collagen and blood-clotting markers in the serum of SCLC patients, indicating the potential of ECM proteins as noninvasive biomarkers for SCLC.","['biomarkers', 'collagen', 'extracellular matrix', 'small cell lung cancer']",2023-06-30,['lung cancer']
37596813,Enhanced prediction of postoperative radiotherapy-induced esophagitis in non-small cell lung cancer: Dosiomic model development in a real-world cohort and validation in the PORT-C randomized controlled trial.,"Radiotherapy-induced esophagitis (RE) diminishes the quality of life and interrupts treatment in patients with non-small cell lung cancer (NSCLC) undergoing postoperative radiotherapy. Dosimetric models showed limited capability in predicting RE. We aimed to develop dosiomic models to predict RE. Models were trained with a real-world cohort and validated with PORT-C randomized controlled trial cohort. Patients with NSCLC undergoing resection followed by postoperative radiotherapy between 2004 and 2015 were enrolled. The endpoint was grade ≥2 RE. Esophageal three-dimensional dose distribution features were extracted using handcrafted and convolutional neural network (CNN) methods, screened using an entropy-based method, and selected using minimum redundancy and maximum relevance. Prediction models were built using logistic regression. The areas under the receiver operating characteristic curve (AUC) and precision-recall curve were used to evaluate prediction model performance. A dosimetric model was built for comparison. A total of 190 and 103 patients were enrolled in the training and validation sets, respectively. Using handcrafted and CNN methods, 107 and 4096 features were derived, respectively. Three handcrafted, four CNN-extracted and three dosimetric features were selected. AUCs of training and validation sets were 0.737 and 0.655 for the dosimetric features, 0.730 and 0.724 for handcrafted features, and 0.812 and 0.785 for CNN-extracted features, respectively. Precision-recall curves revealed that CNN-extracted features outperformed dosimetric and handcrafted features. Prediction models may identify patients at high risk of developing RE. Dosiomic models outperformed the dosimetric-feature model in predicting RE. CNN-extracted features were more predictive but less interpretable than handcrafted features.","['convolution neural network', 'dosiomics', 'non-small cell lung cancer', 'prediction model', 'radiation esophagitis']",2023-06-28,['lung cancer']
37596788,Effect of thoracoscopic and thoracotomy on postoperative wound complications in patients with lung cancer: A meta-analysis.,"Because of the difficult surgical procedures, patients with lung cancer who have received thoracic surgery tend to have postoperative complications. It may lead to postoperative complications like wound infection, wound haematoma and pneumothorax. A lot of research has assessed the effect of various surgery methods on postoperative complications in pulmonary cancer. The purpose of this meta-analysis is to establish if thoracoscopic is superior to that of thoracotomy in the rate of post-operative complications. From the beginning to the end of June 2023, we performed an exhaustive search on four main databases for key words. The Hazard of Bias in Non-Randomized Interventional Studies (ROBINS-I) was evaluated in the literature. In the end, 13 trials that fulfilled the eligibility criteria underwent further statistical analyses. The results showed that thoracoscopic intervention decreased the risk of post operative wound infection (dominant ratio [OR], 3.00; 95% confidence margin [CI], 1.98, 4.55; p < 0.00001) and air-leakage after operation (OR, 1.30; 95% CI, 1.04, 1.63; p = 0.02). There was no statistically significant difference between the two groups in terms of the rate of haemorrhage after operation (OR, 0.10; 95% CI, 0.73, 1.66; p = 0.63). Our findings indicate that thoracoscopic is less likely to cause post operative infection and gas leakage than thoracotomy, and it does not decrease the risk of postoperative haemorrhage. As some of the chosen trials are too small to conduct meta-analyses, care must be taken when handling the data. In the future, a large number of randomized, controlled trials will be required to provide additional evidence for this research.","['air leak', 'thoracoscopy', 'wound infection']",2023-06-28,['lung cancer']
37596747,Risk Factors of Demoralization Among Lung Cancer Patients in Mainland China.,"Objectives: Due to the severity of cancer, patients may experience feelings of helplessness and despair, resulting in demoralization among lung cancer patients. In this study, we investigated the risk factors of demoralization in middle-aged and older Chinese lung cancer patients via their relationship with patients' demographic data and disease characteristics. Methods: This study is a cross-sectional descriptive study using a structured questionnaire including assessments of demographic data and disease, the Demoralization Scale Mandarin Version (DS-MV), the Social Support Rate Scale (SSRS), the Medical Coping Modes Questionnaire (MCMQ), as well as The European Organization for Research and Treatment of Cancer (EORTC QLQ-C30). Results: Overall, 289/300 (96.3%) patients with lung cancer completed questionnaires. The mean score of DS-MV was 49.27 (SD=15.19) (range, 21-81) and the mean score of SSRS was 33.37 (SD=5.43) (range,17-48). Multiple linear regression analysis identified high demoralization was significantly related to age (p<.001), medical payment (p=.003), times of chemotherapy (p=.026), family monthly income (p=.025), avoidance dimension (p<.001), surrender dimension (p<.001), social support (p=.001), symptom score (p<.001), overall health score (p=.009) and function score (p<.001). Conclusion: This study demonstrates the factors influencing demoralization among middle-aged and older lung cancer patients. Demoralization is a prevalent psychiatric problem in Chinese lung cancer patients. Therefore, we recommend strong social support to be protective against demoralization. We suggest that medical staff establish the concept of social support for patients with lung cancer, actively seek effective resources from family, friends, and other social support organizations to help patients establish a social support system that improves patient courage and confidence in their post-cancer life.",[],,['lung cancer']
